Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,V2,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,Group
JK_2__100__6,JK_2__100,1.0,1.0,1.0,3.0,3.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,3.0,3.0,5.0,9.0,9.0,8.0,4
SK_3__101__6,SK_3__101,1.0,2.0,3.0,3.0,4.0,7.0,7.0,8.0,8.0,5.0,8.0,8.0,8.0,10.0,10.0,10.0,5.0,5.0,6.0,4
SZ_4__102__6,SZ_4__102,2.0,3.0,6.0,5.0,5.0,7.0,5.0,5.0,7.0,10.0,7.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,4
RP_5__103__6,RP_5__103,1.0,5.0,4.0,4.0,4.0,7.0,7.0,10.0,9.0,10.0,8.0,10.0,9.0,5.0,4.0,4.0,2.0,3.0,3.0,4
1__104__6,1__104,1.0,4.0,4.0,3.0,3.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,8.0,10.0,4.0,5.0,1.0,1.0,1.0,4
2__105__6,2__105,2.0,1.0,1.0,1.0,1.0,10.0,8.0,9.0,10.0,7.0,8.0,7.0,7.0,5.0,6.0,6.0,8.0,8.0,8.0,4
3__106__6,3__106,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
4__107__6,4__107,1.0,3.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,4
5__108__6,5__108,1.0,2.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4
JL25__109__6,JL25__109,2.0,3.0,2.0,3.0,2.0,5.0,8.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
NW25__110__6,NW25__110,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,6.0,5.0,5.0,4
KR26__111__6,KR26__111,1.0,6.0,5.0,4.0,3.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,4
AH28__112__6,AH28__112,1.0,3.0,4.0,4.0,4.0,8.0,9.0,9.0,10.0,9.0,6.0,8.0,8.0,1.0,3.0,5.0,1.0,1.0,1.0,4
OP64__113__6,OP64__113,2.0,2.0,1.0,2.0,2.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,4
JG__118__6,JG__118,2.0,3.0,3.0,3.0,3.0,9.0,9.0,7.0,4.0,9.0,7.0,10.0,6.0,2.0,3.0,1.0,1.0,9.0,8.0,4
MS__119__6,MS__119,1.0,4.0,4.0,4.0,4.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,4
AS__120__6,AS__120,1.0,6.0,7.0,6.0,5.0,8.0,5.0,6.0,8.0,5.0,6.0,10.0,9.0,1.0,1.0,2.0,1.0,10.0,10.0,4
TY__121__6,TY__121,1.0,2.0,3.0,3.0,2.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,7.0,3.0,5.0,6.0,7.0,8.0,8.0,4
IS__122__6,IS__122,1.0,5.0,7.0,7.0,7.0,3.0,3.0,2.0,2.0,6.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4
92VW__128__6,92VW__128,1.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,4
1__129__6,1__129,2.0,1.0,1.0,1.0,4.0,5.0,8.0,7.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,7.0,7.0,4
2__130__6,2__130,1.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,4
4__132__6,4__132,1.0,3.0,4.0,3.0,4.0,6.0,8.0,8.0,8.0,10.0,9.0,9.0,9.0,5.0,5.0,5.0,1.0,1.0,1.0,4
5__133__6,5__133,1.0,1.0,1.0,1.0,2.0,9.0,8.0,8.0,7.0,10.0,8.0,8.0,9.0,10.0,10.0,10.0,5.0,6.0,8.0,4
WM_1__134__6,WM_1__134,1.0,1.0,1.0,1.0,1.0,4.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
SiSc_2__135__6,SiSc_2__135,1.0,5.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
IM_3__136__6,IM_3__136,2.0,2.0,3.0,4.0,4.0,1.0,2.0,5.0,5.0,5.0,8.0,8.0,8.0,5.0,10.0,10.0,1.0,1.0,1.0,4
LM_4__137__6,LM_4__137,2.0,1.0,1.0,1.0,1.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,4
ST_5__138__6,ST_5__138,1.0,3.0,3.0,1.0,1.0,8.0,7.0,7.0,7.0,9.0,10.0,10.0,10.0,5.0,7.0,7.0,7.0,7.0,7.0,4
P 2__145__6,P 2__145,1.0,3.0,3.0,5.0,4.0,6.0,8.0,10.0,10.0,4.0,9.0,10.0,8.0,9.0,10.0,8.0,1.0,5.0,4.0,4
P 3__146__6,P 3__146,1.0,3.0,3.0,5.0,6.0,3.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,4
1__154__6,1__154,1.0,3.0,3.0,3.0,3.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,4
2__155__6,2__155,2.0,2.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0,5.0,9.0,9.0,9.0,10.0,10.0,10.0,5.0,4.0,4.0,4
3__156__6,3__156,1.0,3.0,3.0,3.0,3.0,7.0,6.0,7.0,7.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,10.0,10.0,10.0,4
5__158__6,5__158,1.0,5.0,3.0,3.0,3.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,4
KK_1__169__6,KK_1__169,2.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,4
LH_1__172__6,LH_1__172,2.0,1.0,1.0,1.0,1.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,2.0,2.0,2.0,4
CF_1__184__6,CF_1__184,1.0,1.0,2.0,7.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,6.0,3.0,9.0,3.0,1.0,7.0,1.0,1.0,4
SSO__189__6,SSO__189,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,9.0,10.0,10.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4
SKL__190__6,SKL__190,1.0,4.0,5.0,4.0,4.0,5.0,6.0,9.0,9.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,8.0,4
AWI__191__6,AWI__191,2.0,3.0,3.0,3.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0,7.0,7.0,4
FBI__192__6,FBI__192,2.0,2.0,1.0,1.0,2.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,9.0,10.0,4
SWI__193__6,SWI__193,2.0,4.0,4.0,3.0,3.0,8.0,3.0,2.0,2.0,10.0,10.0,9.0,10.0,6.0,6.0,6.0,8.0,10.0,10.0,4
CFI__194__6,CFI__194,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4
NWE__195__6,NWE__195,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0,4
SHE__196__6,SHE__196,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,10.0,10.0,4
LTU__197__6,LTU__197,2.0,5.0,5.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,4
MPA__198__6,MPA__198,2.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,7.0,7.0,9.0,9.0,8.0,9.0,9.0,9.0,5.0,6.0,6.0,4
HBO__199__6,HBO__199,1.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,9.0,7.0,8.0,10.0,9.0,8.0,8.0,4
ATR__200__6,ATR__200,1.0,2.0,2.0,2.0,1.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,4
SHI__201__6,SHI__201,2.0,1.0,1.0,1.0,1.0,8.0,8.0,7.0,8.0,5.0,6.0,7.0,7.0,10.0,9.0,10.0,9.0,8.0,8.0,4
SPA__202__6,SPA__202,2.0,2.0,1.0,2.0,2.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,10.0,9.0,5.0,4.0,4.0,4
CDI__203__6,CDI__203,1.0,3.0,3.0,1.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,9.0,10.0,10.0,4
MSO__204__6,MSO__204,2.0,4.0,3.0,3.0,3.0,6.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,6.0,6.0,6.0,6.0,7.0,7.0,4
NBR__205__6,NBR__205,2.0,4.0,4.0,4.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,4.0,4.0,4.0,4
CWO__206__6,CWO__206,1.0,2.0,1.0,1.0,1.0,10.0,9.0,9.0,10.0,6.0,6.0,5.0,5.0,8.0,8.0,10.0,10.0,8.0,8.0,4
HSO__207__6,HSO__207,2.0,2.0,2.0,3.0,3.0,7.0,6.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,9.0,10.0,10.0,4
PVO__208__6,PVO__208,1.0,5.0,5.0,4.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,8.0,6.0,5.0,5.0,4
SL_1__223__6,SL_1__223,2.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,4
LM_1__225__6,LM_1__225,1.0,5.0,5.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,5.0,4.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,4
MB_1__226__6,MB_1__226,2.0,3.0,3.0,3.0,4.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,9.0,4
NS_1__227__6,NS_1__227,2.0,1.0,5.0,5.0,7.0,7.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,4
TK_1__228__6,TK_1__228,2.0,4.0,1.0,1.0,2.0,7.0,9.0,9.0,10.0,8.0,9.0,9.0,7.0,9.0,9.0,10.0,2.0,3.0,3.0,4
JB_1__231__6,JB_1__231,1.0,5.0,3.0,4.0,5.0,10.0,6.0,7.0,6.0,5.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,4
NZ_1__234__6,NZ_1__234,2.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,2.0,7.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,3.0,3.0,4
JR_1__235__6,JR_1__235,2.0,4.0,3.0,4.0,4.0,10.0,8.0,9.0,9.0,8.0,8.0,7.0,5.0,10.0,10.0,10.0,3.0,5.0,5.0,4
WK_1__236__6,WK_1__236,2.0,5.0,5.0,5.0,4.0,4.0,6.0,7.0,7.0,5.0,8.0,9.0,10.0,3.0,1.0,1.0,5.0,5.0,3.0,4
Ke93__244__6,Ke93__244,2.0,1.0,1.0,1.0,1.0,9.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,1.0,1.0,1.0,8.0,8.0,7.0,4
Ga96__245__6,Ga96__245,1.0,5.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,4
Ti89__246__6,Ti89__246,1.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,8.0,4.0,4.0,5.0,4.0,5.0,5.0,7.0,7.0,7.0,4
Ra63__248__6,Ra63__248,1.0,4.0,2.0,4.0,4.0,5.0,6.0,2.0,3.0,8.0,10.0,9.0,9.0,2.0,4.0,4.0,1.0,1.0,1.0,4
BS__248__6,BS__248,2.0,2.0,3.0,5.0,4.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,4
PB__250__6,PB__250,2.0,3.0,2.0,2.0,2.0,6.0,5.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,4
CB__251__6,CB__251,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,8.0,5.0,5.0,6.0,6.0,2.0,3.0,4.0,2.0,3.0,3.0,4
LB__252__6,LB__252,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,6.0,8.0,9.0,9.0,10.0,10.0,10.0,1.0,1.0,2.0,4
TK__253__6,TK__253,1.0,3.0,3.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,3.0,4.0,9.0,4
I1__254__6,I1__254,1.0,3.0,3.0,3.0,3.0,10.0,9.0,7.0,7.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,4
I5__258__6,I5__258,2.0,5.0,5.0,4.0,5.0,10.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,2.0,1.0,1.0,4
AK__259__6,AK__259,2.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,5.0,6.0,8.0,4
DK__261__6,DK__261,1.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,6.0,4.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,4
LC__262__6,LC__262,2.0,3.0,3.0,3.0,2.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,1.0,1.0,1.0,9.0,9.0,9.0,4
RR__263__6,RR__263,1.0,5.0,7.0,7.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,4
01_NP__264__6,01_NP__264,1.0,5.0,6.0,5.0,5.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,6.0,5.0,4
02_MK__265__6,02_MK__265,1.0,4.0,5.0,4.0,4.0,3.0,7.0,5.0,5.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,4
04_MK__267__6,04_MK__267,2.0,3.0,4.0,4.0,4.0,10.0,5.0,10.0,10.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,8.0,5.0,5.0,4
05_IK__268__6,05_IK__268,1.0,3.0,3.0,2.0,2.0,8.0,6.0,7.0,7.0,9.0,10.0,10.0,10.0,7.0,10.0,9.0,7.0,4.0,4.0,4
PB2__270__6,PB2__270,1.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4
PB3__271__6,PB3__271,1.0,2.0,1.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,4
PB5__273__6,PB5__273,1.0,2.0,1.0,2.0,2.0,10.0,6.0,6.0,6.0,10.0,7.0,7.0,7.0,10.0,10.0,10.0,5.0,5.0,5.0,4
KK_2__275__6,KK_2__275,2.0,3.0,4.0,4.0,3.0,6.0,4.0,3.0,2.0,7.0,8.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,4
KK_3__276__6,KK_3__276,2.0,1.0,1.0,1.0,1.0,10.0,9.0,8.0,4.0,9.0,10.0,6.0,8.0,6.0,5.0,7.0,10.0,8.0,5.0,4
KK_4__277__6,KK_4__277,2.0,5.0,4.0,5.0,4.0,9.0,8.0,6.0,9.0,10.0,7.0,7.0,8.0,5.0,4.0,5.0,4.0,4.0,4.0,4
KK_5__278__6,KK_5__278,1.0,4.0,3.0,3.0,4.0,5.0,8.0,7.0,8.0,10.0,8.0,8.0,8.0,5.0,7.0,5.0,2.0,7.0,3.0,4
LT__279__6,LT__279,1.0,2.0,6.0,5.0,5.0,2.0,10.0,8.0,7.0,9.0,8.0,8.0,7.0,1.0,1.0,4.0,1.0,2.0,1.0,4
TS__282__6,TS__282,2.0,2.0,2.0,1.0,1.0,7.0,5.0,5.0,8.0,7.0,7.0,6.0,5.0,9.0,8.0,10.0,3.0,8.0,5.0,4
AP__283__6,AP__283,2.0,3.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,8.0,10.0,10.0,1.0,1.0,4
LK_2__284__6,LK_2__284,1.0,1.0,2.0,2.0,2.0,7.0,3.0,5.0,5.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,5.0,4.0,4
SL_1__289__6,SL_1__289,2.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,6.0,8.0,8.0,7.0,8.0,3.0,6.0,6.0,4.0,5.0,5.0,4
SL_2__290__6,SL_2__290,2.0,1.0,2.0,1.0,1.0,8.0,6.0,4.0,5.0,10.0,5.0,10.0,10.0,9.0,10.0,10.0,5.0,8.0,8.0,4
SL_3__291__6,SL_3__291,2.0,3.0,1.0,1.0,1.0,10.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,4
SL_4__292__6,SL_4__292,1.0,4.0,5.0,7.0,7.0,10.0,7.0,7.0,6.0,9.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4
AN__295__6,AN__295,2.0,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,8.0,5.0,5.0,6.0,4
TB__297__6,TB__297,2.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,10.0,9.0,7.0,2.0,5.0,2.0,1.0,1.0,1.0,4
AS__298__6,AS__298,2.0,3.0,3.0,7.0,3.0,9.0,6.0,7.0,7.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,7.0,5.0,6.0,4
HL_1__299__6,HL_1__299,2.0,4.0,4.0,3.0,3.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,6.0,4.0,7.0,1.0,1.0,4.0,4
HL_2__300__6,HL_2__300,1.0,4.0,4.0,4.0,4.0,8.0,2.0,2.0,2.0,10.0,5.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,4
HL_3__301__6,HL_3__301,2.0,3.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,7.0,3.0,2.0,1.0,6.0,7.0,1.0,4
HL_4__302__6,HL_4__302,1.0,3.0,4.0,4.0,4.0,8.0,8.0,8.0,10.0,10.0,7.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,4
HL_1__304__6,HL_1__304,1.0,3.0,4.0,3.0,3.0,5.0,7.0,5.0,5.0,8.0,9.0,10.0,10.0,3.0,2.0,2.0,1.0,1.0,1.0,4
HL_5__308__6,HL_5__308,2.0,1.0,2.0,1.0,1.0,3.0,10.0,3.0,3.0,5.0,10.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,8.0,4
C__309__6,C__309,2.0,3.0,4.0,4.0,6.0,4.0,5.0,6.0,3.0,10.0,7.0,10.0,8.0,1.0,7.0,1.0,1.0,1.0,2.0,4
H__310__6,H__310,1.0,2.0,2.0,2.0,4.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,10.0,10.0,7.0,9.0,10.0,4
LB_1__314__6,LB_1__314,1.0,5.0,5.0,7.0,7.0,6.0,7.0,3.0,1.0,10.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4
LB_2__315__6,LB_2__315,1.0,4.0,5.0,7.0,4.0,6.0,1.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,1.0,10.0,1.0,4
LB_5__318__6,LB_5__318,2.0,2.0,1.0,1.0,1.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,5.0,8.0,10.0,4
XW01__319__6,XW01__319,1.0,7.0,3.0,7.0,7.0,3.0,1.0,1.0,1.0,5.0,10.0,10.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,4
XY01__320__6,XY01__320,2.0,1.0,1.0,1.0,7.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
TR_1__324__6,TR_1__324,1.0,1.0,1.0,1.0,1.0,8.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,3.0,7.0,5.0,4
TR_2__325__6,TR_2__325,1.0,5.0,5.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,5.0,5.0,7.0,4.0,4.0,5.0,4
TR_3__326__6,TR_3__326,2.0,3.0,2.0,2.0,3.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,4.0,5.0,5.0,1.0,9.0,10.0,4
TR_4__327__6,TR_4__327,2.0,1.0,1.0,1.0,1.0,8.0,5.0,8.0,10.0,9.0,8.0,10.0,8.0,10.0,10.0,10.0,1.0,3.0,4.0,4
J__329__6,J__329,2.0,3.0,4.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,10.0,10.0,10.0,4
N__330__6,N__330,2.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,4
V__331__6,V__331,1.0,5.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4
MK_1__334__6,MK_1__334,1.0,5.0,2.0,3.0,3.0,5.0,8.0,8.0,6.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,4
CS_2__340__6,CS_2__340,1.0,4.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,1.0,1.0,1.0,4
CS_3__341__6,CS_3__341,1.0,2.0,2.0,2.0,2.0,4.0,7.0,7.0,7.0,2.0,6.0,6.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,4
CS_4__342__6,CS_4__342,1.0,3.0,4.0,4.0,4.0,5.0,3.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1.0,1.0,4
SO_1__344__6,SO_1__344,2.0,2.0,2.0,2.0,2.0,5.0,5.0,7.0,3.0,7.0,8.0,9.0,8.0,5.0,10.0,10.0,5.0,7.0,5.0,4
SO_2__345__6,SO_2__345,1.0,5.0,5.0,5.0,3.0,5.0,8.0,5.0,3.0,9.0,7.0,7.0,7.0,2.0,6.0,7.0,3.0,3.0,3.0,4
SO_3__346__6,SO_3__346,1.0,3.0,1.0,2.0,3.0,3.0,6.0,5.0,5.0,7.0,9.0,7.0,7.0,5.0,8.0,9.0,9.0,3.0,3.0,4
SO_4__347__6,SO_4__347,1.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,3.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,5.0,3.0,3.0,4
SO_5__348__6,SO_5__348,1.0,5.0,5.0,4.0,4.0,6.0,3.0,3.0,5.0,7.0,6.0,5.0,7.0,4.0,1.0,5.0,3.0,1.0,2.0,4
CR1__349__6,CR1__349,2.0,1.0,1.0,1.0,1.0,10.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,6.0,9.0,9.0,9.0,10.0,9.0,4
SP2__350__6,SP2__350,1.0,5.0,5.0,6.0,6.0,2.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,4
AF3__351__6,AF3__351,1.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,8.0,7.0,7.0,7.0,4.0,6.0,6.0,3.0,3.0,3.0,4
SH5__353__6,SH5__353,1.0,5.0,6.0,6.0,5.0,1.0,8.0,6.0,4.0,7.0,8.0,8.0,8.0,4.0,5.0,6.0,5.0,6.0,6.0,4
MH1__354__6,MH1__354,1.0,3.0,4.0,4.0,4.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,4.0,3.0,6.0,1.0,2.0,1.0,4
CH1__355__6,CH1__355,2.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,9.0,7.0,9.0,7.0,9.0,7.0,7.0,10.0,5.0,9.0,5.0,4
KH1__356__6,KH1__356,2.0,2.0,2.0,3.0,4.0,8.0,6.0,6.0,6.0,10.0,9.0,8.0,8.0,5.0,5.0,3.0,8.0,4.0,6.0,4
UH1__357__6,UH1__357,1.0,3.0,3.0,3.0,2.0,9.0,7.0,10.0,5.0,7.0,7.0,8.0,7.0,7.0,10.0,6.0,2.0,5.0,5.0,4
CM_1__359__6,CM_1__359,1.0,3.0,4.0,5.0,4.0,4.0,8.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,3.0,9.0,8.0,9.0,10.0,4
CM_2__360__6,CM_2__360,1.0,1.0,2.0,3.0,2.0,6.0,6.0,8.0,8.0,5.0,7.0,9.0,8.0,3.0,3.0,3.0,4.0,4.0,5.0,4
CM_3__361__6,CM_3__361,2.0,1.0,1.0,1.0,1.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,8.0,4
CM_4__362__6,CM_4__362,2.0,1.0,1.0,1.0,1.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
CM_5__363__6,CM_5__363,2.0,1.0,1.0,1.0,1.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,10.0,8.0,9.0,7.0,5.0,8.0,4
HL_1__364__6,HL_1__364,2.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,4
HL_2__365__6,HL_2__365,1.0,2.0,1.0,1.0,1.0,10.0,7.0,7.0,7.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,1.0,1.0,2.0,4
HL_3__366__6,HL_3__366,2.0,2.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,4
