Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,V2,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,Group
P5__83__12,P5__83,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4
TK__87__12,TK__87,1.0,3.0,2.0,2.0,1.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,8.0,7.0,3.0,3.0,4.0,4
KK1808__94__12,KK1808__94,1.0,3.0,3.0,3.0,3.0,7.0,5.0,7.0,7.0,6.0,7.0,8.0,7.0,5.0,6.0,7.0,7.0,6.0,7.0,4
JL2803__98__12,JL2803__98,1.0,2.0,2.0,5.0,4.0,7.0,7.0,7.0,8.0,10.0,10.0,8.0,7.0,4.0,2.0,4.0,3.0,2.0,2.0,4
LK_1__99__12,LK_1__99,1.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,2.0,3.0,3.0,6.0,6.0,5.0,4
SZ_4__102__12,SZ_4__102,1.0,3.0,4.0,2.0,2.0,7.0,7.0,8.0,9.0,6.0,7.0,8.0,8.0,8.0,8.0,9.0,1.0,2.0,2.0,4
RP_5__103__12,RP_5__103,2.0,3.0,4.0,4.0,4.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,4
1__104__12,1__104,2.0,2.0,2.0,2.0,2.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,10.0,9.0,9.0,1.0,1.0,1.0,4
5__108__12,5__108,1.0,1.0,1.0,1.0,1.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
JL25__109__12,JL25__109,1.0,1.0,1.0,1.0,4.0,9.0,8.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
NW25__110__12,NW25__110,1.0,5.0,4.0,3.0,2.0,9.0,8.0,8.0,8.0,6.0,10.0,10.0,10.0,9.0,10.0,10.0,4.0,4.0,7.0,4
KR26__111__12,KR26__111,1.0,2.0,4.0,7.0,7.0,10.0,8.0,10.0,10.0,8.0,10.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,4
AH28__112__12,AH28__112,2.0,3.0,2.0,4.0,5.0,9.0,10.0,9.0,9.0,7.0,7.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,8.0,4
OP64__113__12,OP64__113,1.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,2.0,2.0,4
JG__118__12,JG__118,2.0,4.0,4.0,4.0,4.0,10.0,9.0,8.0,10.0,8.0,9.0,9.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,4
MS__119__12,MS__119,1.0,4.0,4.0,4.0,4.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,5.0,1.0,1.0,3.0,10.0,10.0,4
AS__120__12,AS__120,1.0,3.0,5.0,3.0,3.0,5.0,6.0,7.0,8.0,5.0,7.0,8.0,9.0,8.0,3.0,2.0,1.0,10.0,10.0,4
TY__121__12,TY__121,1.0,6.0,6.0,4.0,4.0,1.0,8.0,10.0,10.0,8.0,9.0,10.0,10.0,9.0,1.0,1.0,7.0,5.0,5.0,4
IS__122__12,IS__122,1.0,5.0,6.0,5.0,5.0,5.0,10.0,9.0,9.0,9.0,4.0,10.0,10.0,1.0,1.0,1.0,2.0,4.0,4.0,4
62CM__125__12,62CM__125,1.0,4.0,2.0,3.0,3.0,8.0,8.0,8.0,6.0,10.0,9.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,6.0,4
92VW__128__12,92VW__128,2.0,3.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,3.0,5.0,10.0,10.0,9.0,4
1__129__12,1__129,2.0,5.0,5.0,6.0,7.0,4.0,3.0,2.0,2.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,2.0,1.0,4.0,4
2__130__12,2__130,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,9.0,10.0,10.0,7.0,6.0,6.0,4
3__131__12,3__131,2.0,4.0,3.0,2.0,3.0,3.0,8.0,10.0,10.0,5.0,10.0,9.0,8.0,10.0,9.0,9.0,2.0,1.0,1.0,4
SiSc_2__135__12,SiSc_2__135,1.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,4
LM_4__137__12,LM_4__137,1.0,2.0,2.0,2.0,2.0,10.0,10.0,9.0,9.0,1.0,10.0,10.0,10.0,3.0,9.0,9.0,1.0,1.0,1.0,4
ST_5__138__12,ST_5__138,1.0,5.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,3.0,7.0,7.0,3.0,2.0,2.0,4.0,4.0,4.0,4
1__154__12,1__154,2.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,8.0,7.0,7.0,7.0,9.0,9.0,9.0,4.0,5.0,5.0,4
JR_1__170__12,JR_1__170,1.0,1.0,1.0,1.0,1.0,9.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0,3.0,4
CF_2__185__12,CF_2__185,1.0,6.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4
SSO__189__12,SSO__189,2.0,6.0,5.0,5.0,3.0,7.0,7.0,6.0,7.0,8.0,9.0,10.0,9.0,4.0,4.0,4.0,3.0,3.0,3.0,4
SKL__190__12,SKL__190,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,5.0,5.0,6.0,6.0,9.0,10.0,9.0,5.0,7.0,8.0,4
AWI__191__12,AWI__191,2.0,5.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,6.0,6.0,6.0,7.0,7.0,7.0,4
FBI__192__12,FBI__192,2.0,2.0,2.0,2.0,2.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,9.0,8.0,9.0,9.0,6.0,8.0,8.0,4
SWI__193__12,SWI__193,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,10.0,8.0,8.0,7.0,7.0,6.0,7.0,4
NWE__195__12,NWE__195,2.0,2.0,2.0,2.0,1.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,10.0,4
SHE__196__12,SHE__196,1.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,7.0,8.0,9.0,9.0,7.0,8.0,9.0,5.0,5.0,7.0,4
LTU__197__12,LTU__197,1.0,4.0,4.0,5.0,4.0,9.0,10.0,9.0,8.0,9.0,9.0,10.0,10.0,6.0,7.0,8.0,7.0,7.0,6.0,4
MPA__198__12,MPA__198,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,10.0,9.0,9.0,4
HBO__199__12,HBO__199,1.0,3.0,1.0,1.0,1.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,9.0,7.0,7.0,8.0,9.0,9.0,8.0,4
ATR__200__12,ATR__200,1.0,2.0,1.0,2.0,2.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,9.0,4
SHI__201__12,SHI__201,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,4
SPA__202__12,SPA__202,2.0,5.0,5.0,4.0,3.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,8.0,4
CDI__203__12,CDI__203,2.0,5.0,5.0,5.0,5.0,8.0,9.0,9.0,10.0,7.0,9.0,10.0,9.0,4.0,5.0,5.0,6.0,6.0,6.0,4
NBR__205__12,NBR__205,1.0,1.0,2.0,1.0,1.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,8.0,9.0,9.0,4
CWO__206__12,CWO__206,2.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,9.0,8.0,8.0,9.0,8.0,8.0,10.0,4
PVO__208__12,PVO__208,2.0,3.0,1.0,1.0,2.0,7.0,7.0,7.0,8.0,5.0,8.0,9.0,10.0,7.0,8.0,8.0,5.0,6.0,6.0,4
SL_1__223__12,SL_1__223,1.0,5.0,4.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,5.0,4
LM_1__225__12,LM_1__225,1.0,2.0,3.0,3.0,3.0,10.0,10.0,9.0,9.0,9.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4
MB_1__226__12,MB_1__226,1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,7.0,2.0,2.0,3.0,4.0,5.0,7.0,2.0,5.0,5.0,4
TK_1__228__12,TK_1__228,1.0,3.0,4.0,4.0,5.0,8.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,6.0,9.0,10.0,2.0,3.0,4.0,4
NZ_1__234__12,NZ_1__234,2.0,2.0,2.0,2.0,3.0,8.0,7.0,7.0,10.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,4.0,5.0,6.0,4
Ke93__244__12,Ke93__244,2.0,4.0,2.0,4.0,4.0,5.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,1.0,1.0,8.0,8.0,8.0,4
Ga96__245__12,Ga96__245,2.0,2.0,4.0,4.0,4.0,4.0,8.0,7.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,6.0,5.0,4
Ti89__246__12,Ti89__246,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,4
Ra63__248__12,Ra63__248,1.0,6.0,7.0,6.0,6.0,2.0,2.0,2.0,3.0,6.0,7.0,8.0,8.0,2.0,5.0,5.0,1.0,1.0,1.0,4
BS__248__12,BS__248,2.0,2.0,3.0,4.0,3.0,8.0,10.0,9.0,9.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,3.0,3.0,3.0,4
PB__250__12,PB__250,2.0,2.0,3.0,2.0,2.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,4
CB__251__12,CB__251,2.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.0,5.0,5.0,4
LB__252__12,LB__252,2.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,8.0,6.0,6.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,4
TK__253__12,TK__253,1.0,5.0,5.0,5.0,6.0,8.0,6.0,6.0,6.0,8.0,8.0,9.0,9.0,8.0,10.0,9.0,2.0,1.0,1.0,4
DK__261__12,DK__261,2.0,6.0,5.0,7.0,7.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4
RR__263__12,RR__263,2.0,2.0,1.0,1.0,1.0,8.0,5.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
02_MK__265__12,02_MK__265,1.0,3.0,5.0,3.0,3.0,4.0,6.0,6.0,6.0,9.0,4.0,10.0,10.0,2.0,8.0,7.0,8.0,6.0,6.0,4
PB1__269__12,PB1__269,2.0,1.0,2.0,1.0,1.0,5.0,8.0,8.0,10.0,6.0,6.0,6.0,7.0,6.0,6.0,10.0,3.0,3.0,5.0,4
PB2__270__12,PB2__270,1.0,1.0,1.0,1.0,1.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,1.0,1.0,1.0,4
PB5__273__12,PB5__273,1.0,4.0,1.0,4.0,4.0,10.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,8.0,8.0,8.0,4
KK_2__275__12,KK_2__275,1.0,4.0,2.0,3.0,3.0,7.0,8.0,8.0,9.0,10.0,9.0,8.0,7.0,8.0,8.0,5.0,7.0,8.0,9.0,4
KK_3__276__12,KK_3__276,1.0,5.0,4.0,5.0,5.0,2.0,4.0,8.0,5.0,9.0,10.0,8.0,8.0,6.0,5.0,7.0,5.0,8.0,5.0,4
KK_5__278__12,KK_5__278,1.0,4.0,5.0,5.0,4.0,3.0,4.0,8.0,5.0,10.0,8.0,8.0,8.0,2.0,7.0,3.0,1.0,7.0,3.0,4
TS__282__12,TS__282,2.0,3.0,4.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,1.0,10.0,10.0,4
SL_2__290__12,SL_2__290,1.0,6.0,5.0,5.0,5.0,8.0,2.0,2.0,3.0,10.0,10.0,10.0,10.0,8.0,3.0,3.0,1.0,3.0,3.0,4
SN__294__12,SN__294,1.0,5.0,6.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,1.0,2.0,4
HL_1__299__12,HL_1__299,1.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,8.0,10.0,7.0,8.0,8.0,1.0,4.0,7.0,1.0,8.0,1.0,4
HL_3__301__12,HL_3__301,2.0,5.0,5.0,5.0,6.0,2.0,7.0,3.0,3.0,7.0,6.0,3.0,7.0,3.0,2.0,6.0,2.0,3.0,2.0,4
HL_1__304__12,HL_1__304,1.0,5.0,5.0,5.0,5.0,5.0,7.0,9.0,9.0,8.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,4
HL_5__308__12,HL_5__308,1.0,1.0,1.0,1.0,1.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,9.0,1.0,1.0,4
C__309__12,C__309,2.0,3.0,7.0,7.0,7.0,8.0,4.0,8.0,5.0,9.0,8.0,6.0,6.0,1.0,9.0,3.0,5.0,1.0,9.0,4
XY01__320__12,XY01__320,1.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,5.0,8.0,8.0,8.0,3.0,3.0,4.0,1.0,1.0,1.0,4
TR_1__324__12,TR_1__324,1.0,1.0,2.0,1.0,2.0,7.0,5.0,5.0,7.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,3.0,8.0,5.0,4
TR_5__328__12,TR_5__328,1.0,2.0,3.0,3.0,2.0,10.0,8.0,8.0,7.0,10.0,8.0,10.0,9.0,6.0,2.0,2.0,4.0,4.0,5.0,4
J__329__12,J__329,1.0,4.0,5.0,5.0,6.0,8.0,7.0,7.0,5.0,10.0,7.0,7.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,4
V__331__12,V__331,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.0,7.0,7.0,2.0,2.0,2.0,4
MK_1__334__12,MK_1__334,1.0,5.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4
MK_2__335__12,MK_2__335,1.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,8.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,7.0,6.0,4
MK_3__336__12,MK_3__336,1.0,4.0,4.0,4.0,4.0,9.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,2.0,2.0,2.0,4
MK_5__338__12,MK_5__338,1.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,1.0,1.0,1.0,4
CS_1__339__12,CS_1__339,1.0,5.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,6.0,9.0,9.0,8.0,7.0,6.0,8.0,1.0,1.0,8.0,4
CS_2__340__12,CS_2__340,1.0,1.0,1.0,1.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,2.0,2.0,2.0,4
CS_4__342__12,CS_4__342,1.0,6.0,6.0,6.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1.0,1.0,4
SO_1__344__12,SO_1__344,2.0,3.0,2.0,3.0,3.0,5.0,7.0,8.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,4
SO_2__345__12,SO_2__345,2.0,3.0,1.0,2.0,2.0,10.0,10.0,9.0,9.0,5.0,10.0,8.0,9.0,7.0,10.0,10.0,8.0,9.0,10.0,4
SO_4__347__12,SO_4__347,1.0,2.0,2.0,2.0,2.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,3.0,3.0,10.0,3.0,2.0,3.0,4
AF3__351__12,AF3__351,1.0,5.0,7.0,7.0,7.0,8.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4
CM_1__359__12,CM_1__359,1.0,4.0,4.0,6.0,4.0,1.0,8.0,4.0,5.0,5.0,7.0,7.0,7.0,4.0,2.0,2.0,6.0,3.0,6.0,4
CM_2__360__12,CM_2__360,1.0,3.0,1.0,2.0,2.0,5.0,6.0,8.0,8.0,5.0,7.0,9.0,8.0,10.0,3.0,7.0,5.0,8.0,5.0,4
CM_3__361__12,CM_3__361,2.0,2.0,3.0,2.0,3.0,5.0,9.0,8.0,7.0,10.0,9.0,10.0,10.0,9.0,10.0,8.0,8.0,8.0,7.0,4
CM_4__362__12,CM_4__362,1.0,1.0,2.0,1.0,2.0,3.0,2.0,6.0,4.0,6.0,8.0,9.0,9.0,1.0,1.0,10.0,1.0,1.0,1.0,4
CM_5__363__12,CM_5__363,2.0,2.0,1.0,1.0,1.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,7.0,1.0,2.0,4.0,2.0,5.0,7.0,4
HL_1__364__12,HL_1__364,2.0,3.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,5.0,4.0,4.0,4
HL_3__366__12,HL_3__366,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,10.0,9.0,9.0,9.0,7.0,7.0,7.0,10.0,10.0,10.0,4
HL_4__367__12,HL_4__367,2.0,3.0,4.0,2.0,2.0,10.0,6.0,7.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,5.0,3.0,3.0,3.0,4
PM13__369__12,PM13__369,2.0,2.0,3.0,2.0,2.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,10.0,8.0,9.0,4
SF2601__370__12,SF2601__370,2.0,7.0,7.0,7.0,4.0,6.0,8.0,9.0,6.0,8.0,2.0,4.0,6.0,3.0,1.0,5.0,5.0,5.0,3.0,4
AM0601__371__12,AM0601__371,1.0,2.0,3.0,3.0,2.0,5.0,6.0,6.0,10.0,9.0,9.0,8.0,10.0,8.0,7.0,8.0,7.0,8.0,9.0,4
KL0602__372__12,KL0602__372,1.0,3.0,2.0,2.0,3.0,9.0,8.0,9.0,10.0,8.0,9.0,8.0,8.0,10.0,4.0,10.0,3.0,3.0,3.0,4
T1__374__12,T1__374,2.0,4.0,5.0,7.0,7.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4
LS_1__384__12,LS_1__384,1.0,6.0,6.0,6.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,4
LS_3__386__12,LS_3__386,2.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,6.0,8.0,8.0,7.0,7.0,5.0,5.0,2.0,3.0,3.0,4
LS_5__388__12,LS_5__388,1.0,5.0,6.0,5.0,5.0,7.0,3.0,5.0,5.0,7.0,6.0,5.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,4
det18__395__12,det18__395,1.0,5.0,6.0,5.0,4.0,3.0,1.0,4.0,4.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4
110__399__12,110__399,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,7.0,8.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4
111__400__12,111__400,2.0,6.0,7.0,7.0,7.0,3.0,4.0,2.0,1.0,10.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4
112__401__12,112__401,2.0,4.0,3.0,2.0,3.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,5.0,8.0,5.0,4
113__402__12,113__402,1.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,8.0,6.0,7.0,8.0,10.0,7.0,2.0,8.0,4.0,1.0,2.0,4
114__403__12,114__403,2.0,7.0,5.0,7.0,4.0,2.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,1.0,1.0,6.0,8.0,10.0,4.0,4
DB_1__404__12,DB_1__404,1.0,3.0,4.0,2.0,2.0,9.0,5.0,7.0,7.0,5.0,8.0,8.0,8.0,4.0,5.0,5.0,5.0,6.0,6.0,4
DB_3__406__12,DB_3__406,1.0,2.0,3.0,3.0,3.0,5.0,10.0,7.0,7.0,10.0,8.0,8.0,8.0,5.0,4.0,4.0,2.0,2.0,2.0,4
DB_4__407__12,DB_4__407,1.0,1.0,4.0,7.0,7.0,3.0,5.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,4
DB_5__408__12,DB_5__408,2.0,2.0,5.0,4.0,4.0,5.0,9.0,8.0,8.0,5.0,5.0,8.0,8.0,7.0,8.0,8.0,10.0,7.0,7.0,4
ME_1__409__12,ME_1__409,1.0,1.0,1.0,2.0,3.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,10.0,9.0,10.0,6.0,7.0,9.0,4
US_1__410__12,US_1__410,2.0,7.0,7.0,6.0,4.0,1.0,6.0,9.0,10.0,7.0,6.0,6.0,5.0,1.0,2.0,3.0,1.0,4.0,5.0,4
TU_1__411__12,TU_1__411,1.0,5.0,6.0,5.0,4.0,10.0,7.0,7.0,8.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,1.0,2.0,1.0,4
CC_1__412__12,CC_1__412,1.0,6.0,6.0,5.0,4.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,7.0,5.0,6.0,10.0,10.0,8.0,4
JZ_4__417__12,JZ_4__417,1.0,4.0,5.0,4.0,5.0,5.0,8.0,8.0,10.0,8.0,5.0,8.0,8.0,1.0,5.0,6.0,1.0,1.0,1.0,4
SS_01__1__13,SS_01__1,1.0,5.0,4.0,6.0,4.0,10.0,4.0,8.0,10.0,9.0,10.0,7.0,9.0,3.0,3.0,3.0,3.0,1.0,1.0,4
JH_02__2__13,JH_02__2,2.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,7.0,8.0,10.0,9.0,8.0,8.0,5.0,6.0,2.0,2.0,2.0,4
CH_03__3__13,CH_03__3,2.0,2.0,5.0,6.0,7.0,1.0,2.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4
NR_04__4__13,NR_04__4,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
MD_05__5__13,MD_05__5,1.0,4.0,5.0,6.0,4.0,2.0,3.0,3.0,3.0,10.0,10.0,9.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,4
BO_06__6__13,BO_06__6,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
BK_07__7__13,BK_07__7,2.0,4.0,7.0,7.0,7.0,4.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
JL_08__8__13,JL_08__8,2.0,1.0,1.0,1.0,1.0,10.0,9.0,8.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,4
NS_09__9__13,NS_09__9,2.0,1.0,4.0,3.0,3.0,10.0,10.0,10.0,10.0,8.0,10.0,4.0,4.0,6.0,10.0,10.0,10.0,10.0,10.0,4
NH_10__10__13,NH_10__10,2.0,5.0,5.0,5.0,7.0,7.0,7.0,2.0,1.0,8.0,7.0,5.0,1.0,2.0,3.0,1.0,7.0,3.0,1.0,4
KH_11__11__13,KH_11__11,1.0,4.0,4.0,4.0,4.0,10.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,6.0,5.0,5.0,1.0,1.0,2.0,4
MW_14__14__13,MW_14__14,1.0,3.0,5.0,6.0,7.0,8.0,1.0,8.0,1.0,10.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4
MF_15__15__13,MF_15__15,1.0,7.0,7.0,7.0,5.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4
SB_16__16__13,SB_16__16,2.0,3.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,8.0,4.0,7.0,4.0,10.0,5.0,6.0,4
FK_19__19__13,FK_19__19,2.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,4
LF_20__20__13,LF_20__20,1.0,6.0,7.0,7.0,7.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
HL_1__34__13,HL_1__34,2.0,5.0,3.0,3.0,4.0,6.0,10.0,10.0,9.0,7.0,9.0,9.0,4.0,10.0,10.0,10.0,7.0,7.0,8.0,4
HL_2__35__13,HL_2__35,2.0,5.0,4.0,4.0,7.0,10.0,10.0,10.0,2.0,9.0,6.0,6.0,4.0,6.0,6.0,3.0,2.0,2.0,2.0,4
HL_3__36__13,HL_3__36,2.0,4.0,2.0,2.0,7.0,1.0,7.0,7.0,7.0,9.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,4
HL_4__37__13,HL_4__37,2.0,2.0,2.0,2.0,2.0,10.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,3.0,3.0,3.0,4
HL_5__38__13,HL_5__38,2.0,6.0,4.0,4.0,4.0,8.0,7.0,7.0,7.0,8.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,6.0,4
P1__79__13,P1__79,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,1.0,1.0,1.0,4
P2__80__13,P2__80,1.0,3.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4
KK1808__94__13,KK1808__94,1.0,3.0,4.0,4.0,4.0,8.0,4.0,8.0,8.0,5.0,7.0,7.0,9.0,2.0,9.0,10.0,1.0,3.0,3.0,4
